댓글 작성자,영상 시간,댓글 내용 
Foxlin Glitchlove,11:51,Ooh
Pippa Lynn,11:51,help meh
Ghost Hunter Gaming,11:51,hiiiiiiiii
Try Hard,11:52,OwO
Maya Foster,11:52,hoi notice us lol
Lsquad_13,11:52,Ur amazingg
Me and my cavalier,11:53,hi
Seven Star,11:53,So u play roblox
toribellasongz,11:53,Hi
Rose young,11:53,hi nerds
Jay Bacchus,11:53,please win a game
Santino Gallo,11:53,hi
woofles,11:54,i woke up at 5 in da morning
Andrew Tsimmerman,11:54,u are awesome
Vic Cono,11:54,I don’t understand how fortnite works plz explain
Gemini Wil,11:54,ITS MY BIRTHDAY
shyli,11:54,OMG UR LIVE
Lily Kitty Kat,11:55,Omg hiiiii
Follow my tiktok Tiko's biggest fan,11:55,Hi
Jaime Julian,11:55,love
brili morris,11:55,Say my name plsss
Amy Borchers,11:55,E
Tiara Surface,11:55,HIII I LOVE UR VIDS
Its Passion World,11:55,I have corn
Heven,11:55,Switch your gun
Tony Michael,11:55,hmmmmm
The weeb Gamer,11:55,upgrade the famas
Smørz,11:55,Notice meeeee
Lin Zocco,11:55,hi
Dimitris Dimitriou,11:55,HELLO SNIPER WOLFF
Balsem Barhoumi,11:55,you look nervous
Anna Bolcar,11:55,Shot j
batool asad,11:56,do u know bts
Juliana Lopez,11:56,I gtg T^T
Zhadow Ztalker,11:56,the charge is sooo good
Alex Hernandez,11:56,play warzone
Ria Dukharan,11:56,Omg hi
Tsubasa Bubbles,11:57,WHOOOOOO!!!!
Tracy Harrell,11:57,hello darkness may old friend
Perla Marin,11:57,Hi
Nurah deria,11:57,Hii
• Loki Gacha •,11:57,:washhands:
Valeria Villavicencio,11:57,LOVE fortnte :2
Molina Student,11:57,hiiiiiiii
Pizza and Music,11:57,Hi
Oscar Perez,11:57,bye
authormanica,11:58,itnthe banch you need to use it
OdzGer,11:58,Love you
SSSniperWolf Fan,11:58,Hi
Daniela Garcia,11:58,Can we play please!?:elbowbump:
NightRose,11:58,Hi
Kayla Sakay,11:58,Sniper is gonna winnnn
Mahim_ _hm,11:59,binod
Fatima Flores,11:59,:yougotthis::yougotthis:
Natalie Marsh,11:59,it's all glitchy ha:yt::yt:😂😭😭😭
gaming luv,12:00,Your my idol
gost face,12:00,
Cloudy Roblox,12:00,It’s 3 for me
Lilslayerplaez .W,12:00,👁👄👁
Pavan Thulasi,12:00,BINOD
"leo boy ,",12:00,Do coustoms
Nicole Medeiros,12:00,heyyy lia
Not ur average Trash can,12:01,Ur about to get sniped...
C A,12:01,I scented you a friend request
MountainPuma,12:01,OwO
Aubriana Sirio,12:01,Hi
Potato Boi,12:01,e
Jennifer Edosomwan,12:01,THIS IS SO BORING
Gilmer Harris,12:01,can I friend you on fortnite
Octo Hero Leia,12:02,hello!
Tony Rouhana,12:02,Hi
Matthew Fouts,12:02,"drop the blue SMG, you have a gold one"
Upasana Tiwari,12:02,Can I send you a package?
Dawoud Baba,12:02,My stream keeps lagging
Saqib Muhammad,12:02,hi
Lakeisha Sapp,12:02,hi
Kaleb Valkos,12:03,I love your videos lia
Maribel Manalo,12:04,wut
stan theman,12:04,Hiii
Joel Martinez,12:04,JK
Danika Fourie,12:06,you are my favorite YouTuber
Celine Al Hnein,12:06,Hi lia I love u
Shattering Diamond,12:06,Her: Imagine being poor...
Mariana Clayton,12:06,:stayhome::stayhome::stayhome:
Gigi Quisel,12:06,Hii
Ashley Cabrera,12:07,hi I. love you 💞💞💖💖💖💖
Marty D,12:07,pls play with me
Jennifer Arbour,12:07,Omg
MegaTYex,12:07,yahs
jalyssa a.,12:08,it’s trying to tell you to test out the upgrade bench
Eshugayu Wayal,12:08,binod
Sinor King,12:08,Im big fan
Prakhar Bothra,12:08,Happy Birthday
gamingw clasher/doge,12:09,sniper
Multitaskers,12:09,Hi
yoboyooo156,12:09,GRAO THE SHOTGUN
Leo Ambrozevicius,12:09,Girl you have THREE smg’s 😂
Junior Fynn,12:09,its 2020
George Lanerie,12:10,the gun with the arrow is one of the legendaries I think
onelovebl,12:10,yeash
Mary Schmidt,12:11,be a lone wolf
qGoldt YT,12:11,everything funny till pizza donates
Lizianthus Slay_Queen,12:11,Hi Lia
HACKS GAMER,12:12,Hi
Zhadow Ztalker,12:12,the tac got a nerf
justjules,12:12,oops caps
Vanny Fernandi * 6 boy 6 girl club *,12:12,heyyyy 🤣
Elizabeth Mendiola,12:12,Drop the green msg
SleepySnoopy,12:12,Pls stop typing
iSeeku,12:12,nice
Khathutshelo Sikhala,12:12,:-)
Swaggerkidd561,12:13,Drive a car
Elizabeth Smitley,12:13,if you upgrade it will go away
Lesieli Filimoehala,12:14,Ayyy
Krypto Gaming,12:14,hi
Bryanna Harrison,12:14,OMG SSSNIPERWOLF YESSSSSSSSSSS
Michelle Malone,12:16,you got this ssniper wolf
gay fanfiction,12:16,pineapple...
Alf Mogsy,12:16,Hi
Mahsa Osmani,12:16,hi
Grace Johnson,12:17,hi
Moyosore Bankole,12:17,My fortnite name LovelyUnicorn202
Ozie Jimenez,12:17,Hi
Jerusalem Burrowes,12:17,ELLO
Hammam Sartawi,12:17,Omg
eatchicken sssniperwolf iulio,12:17,go go go go
Sendy Aranda,12:17,HIIIIIIIIIIII
123EyesOnGaming,12:18,CAR
style super girl ssg,12:18,omg
Baby Jane & Baby Pat,12:18,OMG SNIPER WOLF HIIIII I WATCHED ALL YOUR VIDEOS I LOVE YOU SO MICH 🥺♥️♥️💗👋🏼
Bhargavi A*o*a,12:19,Do YOU KNOW WHAT BINOD IS
Derek 6000,12:19,they sound if off 😕
Kennith Nguyen,12:19,I’m so Gucci.:elbowcough:
Gamer Boi,12:19,Drive a car
AMAZING GAMING,12:19,BINOD
Me You,12:19,Get the car
Jay DUTOIT,12:19,YOUR DROPPED THIS QUEEEEN 👑
Kenzie Delpha,12:20,Hi Lia I am your biggest fan
Ana Garcia,12:20,little lia
EezeyYU,12:21,jONATAN LOVES YOU
Kylie Micale,12:21,SNIPER WOLF IS MY SPIRIT ANIMAL
Dreeny Studio’s,12:22,I haven’t played fortnite in a while.
adam CHENTOUf,12:22,daaaang you gotta allot fortnite
Zenitsu,12:22,HEY SNIPERWOLFF PLAY CALL OF DUTY WARZONE PLS♥️♥️♥️♥️♥️♥️
Adesola Adepoju,12:22,I love you
Blake Underhill,12:22,I love you!
Tawfik Mohamed,12:23,I love you ssniperwolf
That's Impossible,12:23,GG
Pinny !,12:23,Hello you probably won’t see thsi but I’m a huge fan and I think your amazing
Ink Sans,12:24,boiiii
Hotspotfortnite Yeet,12:24,Let’s play together
Jet THE bird KAMAREE rose supreme,12:24,yes
Kim Seokjin,12:24,sssniperwolf I want you to play ROBLOX for the first time
Emma Plays,12:24,HEY CAN WE PLAY SOMETIME
Dingo,12:24,hi
Zoey Willingham,12:24,omg
Maisie Jones,12:25,omg hi
Fernessa,12:25,Can we play please
Dream Willow,12:25,So after two years you play
Official Jordyn TV,12:25,PUT THE GREEN AND BLUE SMG DOWNNNNNNN SNIPERWOLF
exotics is the best youtuber,12:25,37k watching you
Andrea Fairbairn,12:25,I love you soooooo much I hope I can see you once I reeeeaaaaale love you
TOY KING,12:27,hello
Roslyn Parris,12:27,I’m a huge fan
Rachele Pence,12:27,OMG LIA your my fav YouTuber 👉🏻👈🏻
azuthealien,12:28,I WAS HERE FROM 2K PPL IN THE LIVE
Jossy Ochoa,12:28,are you sean mi meseg
Rachel Yukyung Shin,12:28,u good
shoalin govender,12:29,drive a car
Leslie Luna,12:29,can i friend you
Maxzell Henning,12:30,play sokker sssniper
Kinyse Goods,12:30,Hey never did this before
Sparrow Playz,12:30,We all love you btw do you play roblox or is it just me lol 😆
Levi Adams,12:30,Hi
Vidushi Anand,12:30,Love u
100 subs before School starts?,12:30,Rude reply sssniperwolf notice me
its elsa,12:31,hiiiiiiiiiiiiiiiii
Collin Allbritton,12:32,Use the workbench
yani ramirez,12:32,HI sniper wolf
Simone Mathias,12:32,👋
Jamie M,12:32,Hiiu
Julia Abou alshamlat,12:32,:thanksdoc::elbowcough:
Brook Boniface,12:33,omg!!!!!!
Sub for no reason lol,12:33,👁👅👁
Tristan Sandifordツ,12:36,drive the cars
Little Wren Gacha,12:36,omg the chat be 😯
gamer beanos,12:36,hi
Zyinferna,12:36,why 3 smg's
Marycarmen Buenrostro,12:36,hello
Avirn Jackson,12:36,can you say happy Birthday to me
LeMajor Purnell,12:36,😂😂😂😂😂
Mya Frankl,12:36,How do i send you fan mail? Lol
Anime Girl,12:36,Hey
Addison Wasylyshyn,12:37,Yas queen
Chocolate_ Playz,12:37,boi
Ana Garcia,12:37,shoutout eass
Anamaria Grajales,12:37,omg hii
Morris Njoki,12:37,the og way
Blazzer Gaming,12:37,Hi
Garland Taylor,12:37,"I'll try to pay, hopefully I don't get in trouble"
i_Do Gacha,12:38,
BOKE NYANSIRI,12:38,WHY DO U STREAM IF U CAN NOT TAALK TO UR FANS
Jinger,12:38,Three smgs😂
X.X CASSI X.X,12:39,sup yall i made an android look lije and iphone :>
Mabel Espinal,12:39,Hii
Kendra Woodcock,12:39,I love your fontnite vids
Kiana Botha,12:39,Hiiii
Balsem Barhoumi,12:39,yeah drive a car please
Zakel Steele,12:39,hit a gaz tack
alexa,12:40,
Ashley Cook,12:40,hi
¡ᴊᴇᴛ ᴛʜᴇ ᴍᴀ’ᴀᴍı̣,12:40,:D
NSO_Recon,12:40,Finally playin fortnite
•_D A I S Y_•,12:41,:0
Jay Mason Jr,12:41,
Alex Peréz,12:41,i have a pomeranian her name is kyra
Holly Tyas-Peterson,12:41,Hi
Brooklyn Jackson,12:41,She said pp
Silver Ghost,12:42,3 smgs
Trollzart,12:42,go go go go
Lesley Emongo,12:42,I love you sniper your me favourite youtuber5
Austin Jamison,12:42,LEA DO OVERWATCH
The Sisters channel,12:42,hi
Thomas Galemore,12:43,hi hi hi hi hi
iGothic,12:43,hi
Frosty Wolf,12:44,Hi lia
Ema Guzić,12:45,"hai, i love you so much, ur my fav youtuber:virtualhug::virtualhug::virtualhug::virtualhug:"
Zinga Shongwe,12:46,hiiiii
Jaimee Chappah,12:46,Hi
Nadine Alayon,12:46,Can u play Fortnite with me
That's Impossible,12:46,😝
Alma Arias,12:46,E
Genci Lika,12:47,hi aloa
Lily Sameh,12:47,Hiiiiiiii
Leslie Adame,12:47,hai oop im i am late
Aicelle Chloe,12:47,HI.
Elizabeth & Kermit the frog,12:47,GI
Tan PK,12:48,Hello friend
Mariana Carrnaza,12:48,👁️🏵️👁️
Wiktoria Sikora,12:48,He
Aydah Luv,12:48,HI
Noah H,12:49,Get I the car
Idriz Gile,12:49,hii omgggg can u say hii Elisa
Golden Rainbows,12:49,# SSSniperwolf squad
alowishusYT,12:49,hay sniper wolf how you doing
Brandon I need vbuks for battle pass,12:49,smg
stxr struck,12:50,Hello love your videos 💖🥺💖💕❤️💖💕❤️
Zara Habib,12:51,Hi
HaVoC Plasma,12:52,hello
Derry Quinn,12:52,yayyyyyy
Dan Dan81,12:52,Hi lia <3
Kylah T,12:52,Hiiii Lia
IreneLuckyWangui GRADE 3 2020,12:53,OMG HI
clqudybabes,12:53,have u played a game called dead island
Reesha Islam,12:53,Hiiii
elinga bieliauskaite,12:53,hi
Emma Price,12:53,ELLO
•BloxyPiie•,12:54,HEY
Warmii chi,12:54,HELLO FRIENDS IT ME
Jason2.7,12:54,hi
Madi _24,12:54,hi
Ina Bohorc,12:54,hi
cookie marshmallow,12:54,owo
Joy,12:54,:stayhome:
Sofia Villa,12:54,Hello Wassup
Allyson Wiatrek,12:54,Hi
Genita Berisha,12:55,She really went skrrrt
Daniel Pineda,12:55,SSSniper howd you decied you guna stream if yiou just woke up
Satcha French,12:55,Finally something other than reaction vids
Blake Jacobe,12:55,bring back the text videos please
AJAY KHENI,12:55,Hiiiiiiiiiiii
Godly Goblin,12:55,You're amazing!😌💅
Cianna A Lyons,12:55,hiiiiii
limar lamora,12:55,focus
Brawl Stars,12:55,AMMO!!!!!!!!!!!!
Southern Girl Creations,12:55,hi
The One,12:55,Love your vid
Ozzena Cuellar,12:55,🐺🐺🐺🐺🐺🐺
IXxSHADOWxXI 107,12:55,you can drive the cars
mpilio zulu,12:56,the pp90
Tracy Harrell,12:56,idk
Lsquad_13,12:56,Ayeee not bad
Reanna Soto,12:56,HII
"TTVDOKIDOKI ,",12:56,drive a car
ItzKiwi O,12:56,haiiiii
Lucy Stevenson,12:57,Are u playing on key board or control
soso alhamed,12:57,lol
Ash playzUwU,12:57,idk shoot
Bubba Cortez,12:58,HI
Imani and Savanna Videos,12:59,wsp
Home Girl,12:59,Love ya
Cheyanne Taylor,13:00,Hi Sssniperwolf!!!
Nurdy baker,13:00,hi
Sappysteam 1500,13:01,Hiiiiii sniperwolf 🤗🤗🤗🤗🤗🤗🤗
Connie Sutera,13:01,Drop it
Zoey Willingham,13:01,CAN I ASK U SOMETHING
michael suknanan,13:01,Lia it keeps freezing for me
;-; potato,13:01,HELLO
sunny_ sorceress,13:01,hi I'm a fan lol
Svpreme Tristan,13:01,Me missed you
Yvell_ 7187,13:01,:buffering:
Kimberly Jackson,13:01,Go sniperwolf
Raelyn Deck,13:01,hi
AB1 YOUTUBE 2,13:02,is this really live
MizanYG,13:02,Hiiiii
Izuku midoriya,13:02,hi
Aesthetic Weeb,13:02,Hi i love you
Grace_ Billings,13:02,Hi Lia I love you and your videos
Balsem Barhoumi,13:02,drive a car
Mahsa Osmani,13:02,hi
AndyBlastzz 101,13:02,yea it does
Stefangghgjbhj Popescu,13:02,hi
ma bhill,13:02,hi
Solar-_- Spams,13:03,Hello friends it’s me
Tearshadow,13:03,hello
gacha_ cookie222,13:03,hi...
Kamoni Jones,13:04,YOU HAVE 2 SMGS
xxbad_girl xxU.U,13:04,OMG HIIII:videocall:
Maritza Bautista,13:04,It’s probably swap
Macoy Stromedy,13:04,👍👍
izzy bannister,13:04,i shall google it for u
Khalil Tutt,13:05,Upgrade it
Christian Mugalli,13:05,UPGRADE THE GUN THATS WHY
Tennille Michel,13:05,i love your videos
Amber Sullivan,13:07,hi you are the best
Gigi Quisel,13:07,Hi i luv your videos
Mabina,13:07,can you plsssssss play roblox
Loida Jerusalem,13:07,amazing
Kasandra Rivera,13:07,Lia your my favorite french youtuber
Nle_capo,13:08,It a glitch
Kaliah Thorpe,13:08,Idk
Sofia Villa,13:08,Lia how are you ?
Chris Adams,13:10,Hii
doge 2.0,13:10,hi
Ray Ray,13:10,hi
Superxxmaster ___,13:10,E
Valentina Vega,13:11,Don’t worry about it it is just a glitch
Corina Hernandez,13:11,<3
Crystal Simmons,13:11,Hi sup
Chaney Russell,13:11,hello
Sammy_king Playzz,13:11,Hi
Glizzygoblrjigga,13:11,Yo the queen is back
Red Rose24,13:11,It’s mybirthday!
Keyaira Hilliard,13:12,hi
alesha slime1234,13:12,Idk
Shyann Franklin,13:12,🐺 🐾🐺 🐾
hector verde,13:12,uHm
HD Clan,13:12,Cars
Jaden Jam,13:13,Reload
シCo̸lorz,13:13,Haiiiii
TheHamm Fam,13:13,Can I friend u
Haybay Ingram,13:13,Drop the gun
Solid Nine,13:13,Hi babe
Angel Flores,13:13,What servers does she play on
šøphîå møøñliğhţ,13:14,I'm a fan
Dog the Dude,13:14,Upgrade it
Jonathan Escobar,13:14,Upgrade the gun
Reem,13:14,Put the tac there
Kazima Sheik,13:14,hi
Erica Arocho,13:14,Hi
Jazmine Melton,13:15,Hiii
Kbud :?,13:15,LMAO
Renee Ward,13:15,nob
Albakri Albakri,13:15,Hi
Gabriel Judah,13:15,You should get rogue company
Melanie Mpuga,13:15,I love your channel ❤️
Money Mike's Madness,13:15,Upgrade it with the bench
Grace Johnson,13:15,hihihihihi
Supreme_Timoo,13:15,inventory
xann ِ,13:15,throw it and pick it
Nadine Alayon,13:15,:shelterin:
irreplacable nerd,13:15,hi
GameR SquaD,13:16,OMG SSSSNIPER I LOVE WHEN YOU PLAY FORTNITE DO MORE FORTNITE LIVE PLEASE
jaydenj13,13:16,upgrade it
Adrian Scott,13:16,hi
Solomon Rosas,13:16,owo uwu iwo
Vic Cono,13:16,I don’t understand how fortnite works plz explain
•boba mocha•,13:16,love you ❤️
Y87L,13:16,OMG OMG OMG OMG
jaretzy Caco,13:16,Hey can I have a shout out 
OrEoGiFtS_YT,13:16,hey lia its been so long since u have streamed fortnite I don't know if you remember me but I used to donate to you so much. u are the best youtuber everrrrrrrr
Gana the gamer,13:16,hio
Ryan Lewis,13:16,Don’t waste amo
Shania Spence,13:17,Omg 😱
Ariel Tastet,13:17,Hi
robot wolves,13:17,you got this lia
Jmanjbillz _,13:17,UPGRADE
irsmquinton Washington,13:18,omg no way
Keisha Ryals,13:18,get out the game it will work
Joyce Cruickshanks,13:18,I love u so much ❤️ 😘 💖 😍 🦄 💗 😙 me
Raven McConnaghy,13:18,friend request
gaming gamer,13:18,HI IM A BIG FAN
Zocker ac Alagic,13:19,hi
dxmon,13:19,drop the green smg and the other blue one plz its triggering me
Ismail Abu-Rahmeh,13:19,let's play in quads!! @ishbagosh
AnthonyPlayZ YT,13:20,Hi
Josue Velasquez,13:20,CAN U PLAY ROBLOXX!!!!!!!
Deeren,13:20,I think it wants you to upgrade it
SF_Harley_ _,13:20,hi I love your videos so much you make my day 😁
Maria Roque,13:20,YOUR THE BEST
Genita Berisha,13:20,WHERE IS MY FAVORITE FRENCH YOUTUBER?!
fumes brehther,13:20,upgrade the gun
Moyo Oyemade,13:20,it bin so long
Sparrow Playz,13:20,:virtualhug:We all love you btw do you play roblox or is it just me lol
Vincent Pham,13:21,Hi I love your vids sssniperwolf
Sally Al-Farttoosy,13:22,I LOVE YOU
Midxs,13:22,UPGRADE ITTT
Gaming with Caleb,13:22,HI DIGITAL NEXT
Gmaer Kid2012,13:22,We life fornighte
Parisa Ainy,13:22,LIAAA❤️
william cortes,13:22,hi
Julian Gustaff,13:23,Ko
ItsYourDestinee,13:23,u gotta restart you game
Adriana Perretta,13:23,Hiii
Granny Winston,13:23,gogi
KookieHub,13:23,I think it's a glitch
Caleb Norris,13:24,Huh
Adit Agrawal,13:26,Sexy
shadow wolf,13:27,🐺🐺🐺🐺🐺Aoooow
• Devil Wolfy •,13:27,Hi
Nora Ryan,13:27,:elbowcough::elbowcough:Hii
Gemini Wil,13:27,ITS MY BIRTHDAY
Neesha Stephens,13:27,look at your SMS on Instagram
Emma Polilli,13:28,Hi
Hein Badenhorst,13:28,hi
Tre Wheeler,13:28,don't worry about it
IXersiums 2k,13:28,upgrade the gun
the little Divll,13:28,salyyy
Delilah Xiong,13:28,Hiiii
PURPLE PANTHER,13:29,do u remember me .......
Preston Brown,13:29,I see it
Annasophia Padilla,13:29,HIII
D-T-MBOIZ,13:29,Can I friend you
シCo̸lorz,13:29,Haiiiiii
bailey taylor,13:29,hi
Theresa Bruce,13:29,👁️.👁️👀
Reesha Islam,13:29,I’m a biggggggg fan can you pleaseeeeeee say hi
Xx Typical Sakura xX,13:30,UPGRADE THE GUN
AntGL,13:30,that's a burst assault rifle
Wolf Girl,13:30,HIIIIII
eshal ahmad,13:30,binod
Kalel Gilbert,13:30,i love you ❤️😘 so much
GamingMosquito48,13:30,Press survey
Hrishabh Tiwari,13:36,binod
SecretTheMan1 Vlogz,13:37,HIIIIIIIIIII
Irma Mejia,13:37,hi
Lesly Rincon,13:37,hi
Aiden Lagunas,13:37,Switch to your golden gun
Eduardo Barrena,13:38,upgrade gun
Lilyan Baker,13:38,hell9
Leisha Covarrubias,13:38,omg I love fortnite
Ariel Tastet,13:38,Hii
Juan Ornelas,13:38,Hiiiiiiii
Mark & Kathy Wells,13:39,i bet that she can win with all grey guns
vina nguyen,13:39,the wolfpack
Lena Vechter,13:39,Bored in a house bored in a house bored BRUHHHH
ruhanis life,13:39,bi
Kevin Hernandez,13:39,Hey can I please friend you
Gaming_with_JJ !,13:39,yooooo hey
Ivy H,13:39,😲 Hi SSSniperwolf!!
Mireya Rodriguez,13:40,hi
elena lagunas,13:40,hl
Administration GRB_Bau_GmbH,13:41,i have to go bye ill see you guys soon
Jipzee,13:41,YOU NEED TO UPGRADE IT
Two forever Sisters,13:41,wooo wooo
waffle spy A,13:42,Hello
YEETBOY bear_2552,13:42,upgrade it
Hrishabh Tiwari,13:42,binod
Nora Ryan,13:42,ur the beeeest
Epic gamer And vloger,13:45,I love ur vids and u
Omar,13:45,Go into settings and turn off tutorial tips
The Artsy Girl,13:45,This is my first live
Gavin Chapko,13:45,In settings you have to turn off hints
nala alkayareen,13:45,hi
Leica Plava,13:46,Lia?
Lisa Marie,13:46,miss you
Esperanza Teatro,13:46,hi
Lizianthus Slay_Queen,13:46,Can you play roblox
October Curren,13:46,you da beast
Shantanu Letsplay,13:47,Can i have a shoutout? love ur vids
Jayvon Watson,13:47,DUDE
yazmin abarca,13:47,OH MY GOD THE QUEEN IS LIVE!!!
Jonathan Escobar,13:48,Upgrade the gun
Fanática De Chespirito *Nathalie*,13:48,Lia is on ps3
MJ25 kingkong,13:48,upgrade it
Grace Robel,13:48,hype
Potato Skin,13:48,Hey
Darth Talk,13:48,hello sssniperwolf
MSC Studios✨,13:48,The stress
Lily Cheyanne Munavu,13:49,LIA!!! IM UR BUMER ONE FAN!!
Tiama Diaz,13:49,Heyo Lia 😁
Julian Gustaff,13:49,Sssiperwolf
naenae barnes,13:49,if you win I will donate 100
natalya a,13:49,my live keeps lagging it keeps stoping why
Rosio Dominguez,13:49,hi hi hi hi I'm a big fan of u
• Devil Wolfy •,13:50,I love your videos
epic gamer,13:50,upgarad the wepon
Sierra Beamer,13:50,hiiiiiiiiiiiii
Clayton lab,13:50,hello
Lix,13:50,upgrade
Noel Krogsholm,13:50,don't have the blue smg
Dewang Mistry,13:51,SO
A.C.E Playz,13:51,Lia
Asher Angle,13:52,stop pressing the wrong button every time
Sourapples,13:52,please notice meeeeeeeeeeeee
mariam sadeek,13:52,. Try clicking on it
Ilina Lazarevska,13:52,wow this is my first time seing SSSniperwolfs Live
Itz Bandit,13:53,get in a car
Dougefresh Nguyen,13:54,Upgrade the gun
Haddy Njie,13:54,your avatar looks like you
adrianhanna23. Ezra Irajr23 Hanna,13:54,hi
Rayanatou Diallo,13:54,:elbowcough::yougotthis::virtualhug:
the little Divll,13:54,salyyy
Ella Wallace-McFarland,13:54,Hello:goodvibes:
Ashley Gayle,13:55,You can upgrade it
green Apple slimes,13:55,binod
Bill Wolfe,13:55,Hi hi hi hi
o_a!dam x adam,13:55,hey Ssspiner wolf
lovebird,13:56,pretty pretty pretty pls can you sayv ''hi rachel''
Slayed.christay,13:56,Slay em❤️
creightonchic,13:56,It does that when you start playing
Ema Guzić,13:56,I LOVE YOUUU
Mya Frankl,13:56,How do i send you fan mail? Lol
melissa Doran,13:56,Omg this is the first live stream I’ve see of Lia lol
Mason Lansford,13:56,IT IS CONTEXTUAL TIPS MAKING IT BLINK
Polar0idz AJ,13:57,Spell her name correctly .-. Her name is lia not leah
MarMar _yo,13:57,look up old grannies
Eva Monster,13:57,hi you are the first ytber that i saw i love you:virtualhug:
Derek Foy,13:58,Hi
Issa Xd,13:59,hiiiiiii
Eduard Smaranda,13:59,DROP ITTTTTTTTTTTR
Gigi Bean,13:59,hi
BexElle S,13:59,Pls say hi Ellie
Kelly Caulcrick,13:59,digital next
Miyaka Mbinkar,13:59,hi
Elizabeth Barden,13:59,There’s cars in fort it’s?
Emerson Goodberry,14:01,hi
Burnt Potato,14:01,🕷👄🕷
The Artsy Girl,14:02,I’m watching live for the first time
Hunter Cox,14:02,Hi 👋
francesca gajarsa,14:02,Hv to go bye love you not ssniperwolf biggest fan love you bye I’m in law Vegas
UNBEATEN Rebeiro,14:02,Build
Andrew Tsimmerman,14:02,say my name pls i love UU!!!!!
Cherryl Roosveld,14:03,Hi ✋✋✋✋✋✋✋
Abby Struthers,14:03,I live the new update By the way
cool 56,14:03,that's me
Kayla Wright,14:03,my brothers playing right now!!
𝚜𝚘𝚏𝚝 𝚜𝚞𝚗,14:03,i got ur mearch
Shenoa Tapia,14:03,U are the best🥰
Jaquelin Roblox,14:03,Hii
Cupcakes & Kitties,14:03,Omg hi sniperwolf
EmmiThePottah _XD,14:03,You are using my BFFs fav skin:virtualhug::elbowcough:
Grim Watchdog,14:04,earphone lia earphones!!!
Keira The Turd,14:04,SPEEEEEEEED
Lėja Gum.,14:04,Hi
Gabriella Sobarzo,14:04,Upgrade the gun
Keyaira Hilliard,14:05,omg
PeopleuseForks,14:05,Turn off contextual tips
Tom Sella,14:05,BINOOOOOOD!!!!!!!!!!!1
Juliet's Adventures,14:07,hi Lia
Explosion,14:07,sry im late
Madison Terry,14:07,Hii
Deathofawe111 Death,14:07,Hi lia I been watching sense 10k
ValentinaSide,14:07,LIA YOU LOOK LIKE ARIII
Shark Puppet the 2nd,14:07,project zorgo is watching
Oh,14:07,drive the car
Tasnuva shahin Arisha Arisha,14:08,lia say my name arisha plz!!!
Ink Sans,14:08,haiii I'm big fannn
Stefania Larmond,14:08,hi
Mya Frankl,14:08,How do i send you fan mail? Lol
STFU,14:08,queen
Jestiny Peralta,14:08,there are cars in fortnite now
Gabriella,14:09,hi
Games Review,14:09,binod
Robyn Hope,14:09,Hi SSSniperwolf I love ur vids and tell digital I like seeing him in ur vids wolf pack awooooo love you so much
Esther marie Borresen,14:10,Hey
Diry Vazquez,14:10,I LOVE YOU SO MUCH
Susan Irons,14:10,SSSsniper wolf
Alieanna Taylor,14:10,Build
Atharva Chalke,14:10,are
KawaiCookieLover UwU,14:10,UwU
Itzz Koolaid,14:10,you can drive cars? OMG yessss
-LowkeyHayla -,14:10,Hey
Lazy Ali,14:10,:yt:
Mango Trees,14:10,hi
Ryan Butcher,14:10,Upgrade!!
Lenny Schroth,14:11,me have to leave the stream :( bye everyone I'll re join as soon as I can
Nassir Allah,14:11,Get a car
Soul Fire & Dead Fire,14:11,Where are they??
Bts Jin bubble tae / Lps Paris,14:12,drop the blue smg
Adriana Melvin,14:13,Hi
GamingManiac_ 215,14:13,!time
Tshimologo Nanjee,14:13,hi❤
naenae barnes,14:13,bi
umm-e- tooba,14:13,hi
Kaliah Thorpe,14:13,Drive
Erin Bell,14:13,OMG HIIII
Yatziry Flores,14:14,Hi
Savannah Crouch,14:14,hi
Charlie Gehrman,14:14,ps4 for life
Shely A,14:14,The truck
Deja Unknown,14:14,❤️❤️❤️❤️❤️❤️
Antonio Barron,14:15,hi i am a fan
Ruth Estremera,14:15,Hiiiiiiiiiiiiiiiiiiiii
Num Num,14:15,BADBAD
Patricia Campbell,14:15,she is so cool like so cool
Shar Slu,14:15,is this a glitch
meme0 _cookie girl,14:15,ReeEeeeE
Alice Kaiser,14:15,Omg Hiiiiiiiiiiiii
Leslie Alvarez,14:15,you are the best!!!!
ice dragon,14:16,Hi
Haley Hester,14:16,I LUVEEEEEE YOUUUU
Sunnys Yt channel,14:17,AGHHHH
Andrew Tsimmerman,14:17,say my name pls i love UU!!!!!
Llama lover,14:17,Liaaaa I love youu👁👄👁
TheMiahmy,14:18,Hii
Khloee Lorenzo,14:18,HELLO!
Purba Dutta,14:18,hi
Emily Donis,14:20,can in have your username
Mya Frankl,14:21,How do i send you fan mail? Lol
Maja Szmyd,14:21,I’m gonna play fortnite
Jeff and shan vidz,14:21,u can literally say anything and it will pass
Benny Peralta,14:21,Hi
Harp_ Angle,14:22,Love you
Kanika Islam,14:22,WHEN WILL U PLAY ROBLOX
StrawberryPIG,14:22,Hiiii
Arrow,14:22,Press alt and f4 so it goes away
Sary Shaaban,14:22,Why you no drive cars
LLunima,14:23,USE DA JUMP PAD
Petra Beltran,14:23,*NOTICE THY*
SSlaying dragons,14:23,Upgrade
Zachary Kannenberg,14:23,Hello
Dark is A Simp,14:24,Hi
