댓글 작성자,영상 시간,댓글 내용
Brooke C,2:01,Pls say hi bye ok
Ahmed Zayan,2:01,sup
Carrie Goodwin,2:01,hai
Scrappy FN,2:01,hiiiii
Freiry Banegas,2:01,hi
ailey,2:01,Hiiiii
Jericho Flores,2:01,Hi
Adam Ziegler,2:02,Hi
Paula Colorado,2:02,Hii queen👑
The Life Of Charlie Murray,2:02,Hi
Star Uwu,2:02,Overwatch
Shelly Rodil,2:02,HaI
Denis Ratemo,2:02,Hii sssnipperwolf
Bebe Mithchell,2:02,I watch you everyday
Kiary Lewis riley,2:03,Lia
AliceThe_ Alpha,2:03,YESSSS
Atlanta Locomotive,2:03,hi
Alexia Forrester,2:03,hi lia
Izz me Gracia,2:03,what you eating
Ceci’s World,2:03,Omg you were really serious when u said u were going to go back to fort nite videos
Karina Miranda,2:04,Hello <3
Shiloah Herrera,2:04,Hi
Taylor Branch,2:04,hey bro
Roblox Girl_plays,2:04,SSSNIPERWOLF HEY IM YOUR BIGGEST FAN
Daniel Flores,2:04,Ooo
Jenny Rose Nollora,2:04,Biggest fan in here
Cookie Life2008,2:04,Notice me
KANTATI YASHASWINI SRI VALLI SOSH,2:05,HIIII LIAAAAA!!!!
Ava Dobbins,2:05,Im Aca
Everly Wilken,2:05,Ur awsome
Shantanu Letsplay,2:05,hellloooo
raven gacha lifer,2:05,ur the best
Nevaeh Obannon,2:06,how you doing?
God Gamer,2:06,Can u ft
Jyoti Pant,2:06,where are your doggo
Nanachi Nyaa,2:06,nothing much
Isaiah Elmore,2:06,hello I love your videos
AJ JJ,2:06,Hiiii
Creativemuffins,2:07,Hi
iiKyleTheLemon ii,2:07,I love youuuuu
Five Night's At Ethan's Pint Size Heroes,2:07,Hi
Swft Coma,2:07,Hiya
Ethan Sayarath,2:07,Hi SSSniperwolf How Are You
Claire Mccorkle,2:07,신규 회원
Kaylynn Stokes Yt,2:08,BRING BACK YESSICCA
immalittlejoker,2:08,ICON
{•} Møčhiî • Bøbä {•},2:10,User WolfieStar1234
xxariloverforeverxx Maddock,2:10,Sniperrrrrr
Alex Williamson,2:10,Please say my name
Rosa Sanabria,2:10,hi
Aria Barrera,2:11,Hi I’m a huge fan
XxxMidnight LunaxxX,2:11,I LOVE YOUR VIDEOS
Irvin Martinez,2:11,hey
Dogs r cool,2:11,I LOVE YOU LIA
Ghodratulah Amiri,2:11,best uwu
Queen Ken,2:12,I love you sniper wolf
Joe's gaming,2:12,i love you
abby May jeniseen,2:12,Pls friend my brother
William Stasko,2:12,hola
Mikaylah Erving,2:12,hi
Roxieez,2:12,I’m broke and dumb
LizziiMation,2:13,Ello
Nett,2:13,:sanitizer:
Benazir Sarang,2:13,Get a new dog
Ines Chafa,2:13,You so funny
CHICKEN SHADOWZ,2:13,hi my favorite messy hair youtuber
Jodie Knox,2:13,OMG HEY BIG FAN OFF URS how r u eek cant believe ur live again OMG
シCo̸lorz,2:13,Haiii ans love u
domi pinto,2:15,heyy
Over The Rainbow Edits,2:15,9k likes alreadyyy
Aesthetic girl .Roblox / Minecraft,2:15,Mk bye!!
Jabari Craig,2:16,신규 회원
Void_ Drxp,2:16,YESSSSS
Anna Cerrone,2:16,Can we play together?
Elizabeth Zhang,2:16,Hiiiiii
Xxlala gacha xX,2:16,Love your videos
Hazel Nut,2:16,LIA
Faulty Card,2:16,i love your videos!!!!
Danna Colomb,2:16,hi
Mrs. Maddie Gamer,2:16,Sup
Sherine Dellop,2:16,hi
Emoji face Lover,2:16,I AM CRYIN AHH
Keila Chow,2:16,Hi Lia/SSSniperWolf
Farah Gaming Forever,2:17,PLEASE SAY HI FARAH
Alexander Payne,2:17,Heloo
Joshua Boway,2:17,hello
United Californian States Mapping,2:17,hi
:D Cats,2:17,#wolfarmy
Wolfy Official,2:17,i am a big fannnnnnn!!!! OMG i just saw you were live!!!!! OMG
Arturo Gomez,2:17,❤️❤️
Alicee,2:18,I LOVE UR VIDS
onscoplients,2:18,hi
Zareefah Noorani,2:18,are you random duos?
Beastmode_xxre,2:18,hi
Dare Demon,2:18,omg hi
cat Lord,2:18,You my friend
Anna Rose,2:18,It's Morning For You Night For Me
Praise Wonders,2:18,hi
Kenny Skodowski,2:18,finnaly
Salem da savage Beest,2:19,Are you a digital together?
natalya chavez,2:19,Hello sniper wolf I’ve never seen alive before but this is so cool
Sagan Rohrer,2:19,😭😭
Aubrey / 오브리,2:19,I can't hear Digitalnex very well ;-;
Timi Antoni,2:20,hiiii
Ena Kolašinac,2:20,hellloooo
"100,000 subs without any vids",2:20,sssniperwolf can i get a shout out or can u say hi to mee
Angel of Darkness,2:20,I’m one of your biggest fans can you please listen and you’re the best I love you
Vxnilla _smo̸res,2:20,Hi!
Jacob Macias,2:20,I like fortnite
Aprilfools Ramirez,2:20,I LOVE YOU😾😝😝
Lemøn,2:20,I’ve watched every video
Gwendy Mae,2:21,DID TIKTOK SHUT DOWN
Lexine Cardinal,2:21,Do u love anime more than me lia?
Elena Božović,2:21,❤❤❤❤
Brianna Herrera,2:22,How have you been with mrs arona
Stardust Playz,2:22,how are u luv!
PSG gomes,2:22,i love you
hershey,2:22,heyyy
VV Videos,2:22,HIIIIII
Ninjacat 169,2:22,:goodvibes:
꧁༺Cђѳ૮ѳ༺꧂,2:22,AAAAAAA I LEFT CRYING IN MY BATHTUB AND THIS WAS WORTH IT
Sunstar movies,2:23,what is your Tik Tok account
Hatun Mahperı Kılıç,2:23,HEY
Frankie Teagardner,2:23,OMG NOTICE ME I LOVE YOU SO MUTCH
Lewis Williams,2:23,I am so happy to watch u
Tina Riddle,2:26,
nini Tavai,2:26,👍👍
Monkey Squad,2:27,I'm on my phone and I was watching your videos
Himiko Toga,2:27,Hi
iiNxight’s adventures !,2:27,I have to go :(
Ashley Ramirez,2:27,I’m on my moms accounts
janordahl,2:28,omg the chats to freaking fast calm the heck down
Maisha Shaikh,2:28,do u play pubg
Koen Mckenzie,2:28,Hello sssniperwolf
•Caramel Cøøkie•,2:28,love yaaaa
Elmer Sisson,2:28,I like that skin
aesthetic_gachacookie,2:29,Can u say hi to Brooklyn ur my fav youtuber!
Hashstarrr H,2:29,Heyyyy
The_Galactic_Fox Ashley,2:29,haii
Brooklyn Kostelny,2:29,Please friend the OG blu
aaden Sandifer,2:29,can I play
Imane Lachheb,2:29,hillooooo
Briada Stphiryn,2:29,😍😍
Amanda Metelus,2:29,Love you so
lea livese,2:30,hi lia
Riley Cameron Colwell,2:30,Hi
Gal Gal,2:30,ily
Katherine Garcia Gonzales,2:30,Hello
Emily Rodas,2:30,Hiiii!!!
Elainy Baez,2:32,you be snacking tho
Chloey ROBLOX,2:32,Hi
Lucky Strong,2:32,HELLO
Nava Akhavan,2:32,Gurl change ur skin
UvUzgacha_songUvUz,2:32,hoi lots of love! 😘
Gacha Crystal,2:33,Hey
Clxzz,2:33,
Garland Taylor,2:33,IM FONNA FRIEND YOUUU
xo_avacado.QUEEN_ox:,2:33,Oh hiiii :)
ThatOne BusyEevee,2:33,:yt:
Felix Menendez,2:33,Is this whole video just gonna be you eating breakfast and playing Fortnite
Mridula Nutigattu,2:34,Love u!!!!!!!
Tshewang Tandin,2:34,hiiiiiiiiiiiii
Life with Azwaa,2:34,please say hi scarlet
B Ware,2:34,sa
Cookie Crumble,2:34,her name is notsniperwolf XD
Aubrey Knowles,2:34,omg I love you sniperwolf:goodvibes:
Yovanni Gutierrez,2:35,what are you eating
Harish tech tips,2:35,omg please say hi amy
Alexis Harrison,2:35,hi
Francesca Custer,2:35,hi lia!!!!!
Gabriella Akankwasa,2:36,love u
Chaitali Padidem,2:36,Wow
Angel Girl,2:36,oof
Jazlin Garcia,2:37,hi
Genesis Vargas,2:37,Hey do you play apex?????????
Isabel Rivera,2:37,What do you like
Arianna Edwards,2:37,I love you 😘😘😘Sniperwolf your so funny I love your laugh 😄
Gest Gest,2:37,Your look sleepy
Bts are my world,2:38,the fortnite queen is back yay
Max Picard,2:38,hi
Valeria Rashid,2:38,My favorite french youtuber
gacha Pursila,2:38,come on!
Work Pandz,2:38,Hewoo
Isaac Brawl Stars,2:38,Can i get a shoutout
XxQueenxX,2:38,I LOVE YOUUUUUUUUUU
Mïdnight Płayş,2:38,Its 20:53 here
Gacha Poptart,2:38,What u eating
Bubbly Playz,2:38,FOR HOURS
Sain Francesca,2:39,I love you ❤️✨❤️✨❤️✨✨✨
Margarita Stone,2:39,Lol
Umica Umicic,2:39,hiiiii
paris Bujalski,2:39,i love ur vids
eliza mae,2:39,i wanna joinnnnnnn
Kahleil Vernon,2:40,man your awesome sssnipe
Aimee Feaver,2:40,Hi
Infinite Schemes,2:40,oof
·S_d- VibXs·,2:40,did the video glitch?!
•Star Willow•,2:40,hewo
Farah Gaming Forever,2:40,PLEASE SAY HI FARAH
Nano Townsene,2:40,I love your vid’s
Godly Goblin,2:40,yayayayaya
paula oof,2:40,hi lia
Rajani Butola Butola,2:40,love ya
Kavita Dhanday,2:40,Did you wake up just now
Astar_gamer girl,2:41,hey! I love tortellini
edgar wanjala,2:41,bin a long time
Roblox bro Army,2:41,My fav youtuber
Clint Jones,2:41,u entrrputed roblox but its ok bc u da best
Kakashi Hakdika,2:41,Hi
Alex St. Aime,2:42,LOL
Maria Gonzalez,2:42,oooh oof
Darlene The unicorn,2:42,Wolfpack!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
CHICKEN tube,2:42,ayyy
YxG X,2:42,Hello
Ixi cookie lover :D,2:42,Hi
Elvire Red,2:43,Ooof
Viola Garza,2:43,big fan!
Jennifer Lizama,2:43,im becoming a youtuber
Emily Armani,2:43,I’m such a huge fan ur my fav YouTube’s
Hyrax Stone,2:43,wassup
Freiry Banegas,2:44,yay
BritishBars,2:44,lia can you steam overwatch soon
Michael Reeve,2:44,hell9
น้อง ชอนญ่า,2:44,YAY
SaraLyn Lewis,2:44,Why
Maddie Forbes,2:44,lol lol lol lol
Jackie Veit,2:44,uh oh
Veronica Nagle,2:44,😍
Armando Villa,2:45,sup
Alexa Jones,2:46,Omg 😆 love 💕 u
Sonia Crafts,2:46,UR MY IDOL
Indhira Pena,2:46,Hiiii
Erin Brady,2:46,Big fannnnn
Ramses,2:46,hii
Kaydence Rhoades,2:46,Hi
natalya a,2:46,hi
eveaning dreamer-cat,2:46,AHHHH LIVE QUEEN
Jennifer Stanley,2:47,I'm eating Torta leni
Andrew Addison,2:47,Hey
τοκγο gιяl,2:47,Hiiii
Caitlin Pena,2:48,💓💓
Team Wolf,2:48,I love you 🐺😜
Le Oof,2:48,Lol
ava-rose francis,2:48,HI FROM RHODE ISLAND
Dancing Creeper,2:48,can i play squads with u guys
mr. artistic gamer,2:48,❤❤❤❤❤❤
Biscuitgaming728,2:49,#favoriteyoutuberstreams
Alexa Fernandez,2:49,Hii
Keown Family,2:49,Haha
finley landry,2:49,
wolfie the watermelon,2:49,hi lia you is da best
adriangachawolf,2:49,no
Rylie Salyer,2:50,pls show ash
· G·a·r·b·a·g·e·P·ø·t·a·t·ø ·,2:51,:yougotthis::yougotthis::elbowcough:
Ramona Neacsu,2:51,hello
『 ᴛᴏᴋʏᴏ ʀᴏʙʟᴏx 』,2:51,.o. Dude ur da best
It’s collie girl! LPS,2:51,I’m such a big fan!!!!
:{fluffy_ Flamingo}:,2:51,YOURE MY FAVORITE ^^
Kaleece Robinson,2:51,i love your vids
conllyn hamill,2:51,when are you gonna have a code
•L i L Y•,2:51,LOOOOVEE YOOOOU!!!!!! 💕💕💕💕👁👄👁❤❤
Willie Williams,2:52,:elbowcough:
thar aa,2:52,I wanna see you
Ivona Gospobinova,2:52,you are the BEST!!
wannka god,2:52,I never knew you stream
saima sood,2:52,wassup
Callan Kent,2:52,Hiii sniper ILY
EN kittenlady,2:53,hii
Rose the Psycho,2:53,Be mah bad boi
BellaBrookie P,2:53,That’s a big oof
Khrish Prananand,2:53,!like
Sean Lee,2:54,( ◠‿◠ )
Delilah Rohaly,2:54,Hi
Kane Shawn,2:56,
cupcake cookie,2:56,LOVE U
Luke Jaden Persad,2:57,👍👍👍👍
Julija Benko,2:57,lol
Bella Paulat,2:57,:goodvibes::goodvibes::goodvibes:
• Gacha Starlight •,2:58,Oof That's the worst TwT
Official LOL news,2:58,
シEllo,2:58,👁👄👁
Siri Number One,2:58,Oh my god!
Afreen Hoth,2:58,Hahahahahahaha
ملوكة{ قاشا },2:59,I love following you for a long time
Scrap Mangle,2:59,This is my first time seeing you stream
Philadelphia Miracle Ministries TV,3:00,hi
BARBARA GOMEZ (Student),3:00,:learning:
Yadira Morales,3:00,that lookes good
Em Burns,3:00,what time is it in the us
L e m x n a d e,3:01,Welp
OrEz- SyLas,3:01,Love your vids
SunPanCakes,3:01,OMGG
Dianelys Bracero,3:01,AHHH YODAY IS THE BEST DAY EVERRR
Brandy Campbell,3:01,Hi
Sara Nassir,3:01,BON APPETIT GURL
Carrie Goodwin,3:01,ew
Lynn Persyn,3:01,hi
Victoria Lathrop,3:02,PLS SAY VICTORIA
Imaya Franklin,3:02,:yt::yt::yt:
pickle the poog,3:02,oof
Eric Jack Loki,3:02,eggssss
Brody Green,3:02,Bg
Izy Davison,3:02,Heya
Juliana Jaimes,3:02,hi
Gacha Weirdo!,3:03,:virtualhug:
Jasmyn Herrera Cano,3:03,i misss uoj
Anastasia Bazile,3:03,OK
Wolfie Cookie,3:03,Can I friend you? I promise I won’t spam you.
Bella Oliver,3:04,lol 💕💕💕💕💕💕💕
Petri Reynders,3:04,hi
Tinosi Ghoul,3:04,I love your vids
Matthew Richardson,3:04,what sirver do u play onlooooo
Grimm Reapper,3:04,Sup
i channlenge you to get this to 500 subs,3:05,cheese is delish
Jordan Rueda,3:06,What are u eating
Carmen Cervantes,3:06,omg haha
Logan Mostert,3:06,hi how are you
Jessica Baysinger,3:06,hi
kaleb 23 ortega,3:07,😁
Gold Obedient,3:07,Please stop spamming
Bentlie Brady,3:07,I’m so excited to see away from this is my first time I’m so crying
I’m Julia,3:07,Can you check the clock what time is it
who1,3:08,UR MY IDOL LIA
Ruby Red,3:08,omg
maddie benson,3:08,don't eat it then
Daniel Hernandez,3:08,hi
Esmeralda Garcia,3:08,please read
Kelly Jacey,3:08,2500 vbucks damm
Yonifredi Vega,3:08,:yougotthis::goodvibes:
Ninten Bound,3:08,hi
Isabella Avalos,3:08,I love you
Ashley Watts,3:08,you are the awsome person i have ever met
dena g,3:08,hi
Gacha Da Potato,3:08,HIIIIII
Asheem Fahd,3:09,simp
Catherine Rodriguez,3:09,Bye
Keevan Khalaf,3:09,Hi
Almaas Mohammed,3:09,i love you:yt:
•Caramel Cøøkie•,3:09,hi
WESLEE WILSON,3:09,
wendy wamwangi,3:10,hiiii lysm
Nelly Zamarripa,3:10,Lia say my name plzzzz
Josie Koko,3:10,BRUH RHE GLIYCHHHH
Inkeri Jyllinmaa,3:12,love you lia ur the best
xxXyeeting GodXxx,3:12,CAN U SEE THE GROUP CHAT
XxKatie_Playz_RobloxxX,3:12,ur tha best!
Angelina Rodriguez,3:12,Hellooooooooooooooooooooooo
Destruction,3:12,Jesus is king
Paola Hernandez,3:12,hi lea
The weird Waffle,3:12,Hi
ItzError404,3:12,hi
RigorousMocha,3:12,Hi
{MadilynPlays },3:13,Hi
Not-Typical_LAG,3:13,Out West
Alexa Fernandez,3:13,Hii
Armany P,3:13,hi
Luke conklin,3:13,XDXD
theonlybadkid tiktok,3:13,hi
sewer dog diarrhea,3:13,hi
Leslie Guerrero,3:13,Oof
Julian Gutierrez,3:13,Can I add you
Carlos Trejo,3:14,hello
Shubha Vasan,3:14,Hi lea!!!
Evelyn Tello,3:14,I loveeeeee youuuuu lia
Karen Marravilla,3:14,Hello
McKinleigh Conger,3:14,Omg I love your vids
A random channel,3:14,YES
Maurii,3:14,Hi wolf!
park jimins Forbidden memes,3:15,heyyyy
Squ1shy Jr,3:15,heli
June Bug,3:15,Hi
Hi itz me daylei How are u,3:15,How are u
Julie_gacha,3:15,HIII
Pootie williams,3:15,I LOVE YOU
Kamryn Graves,3:15,"DON',"
bennysbc14,3:15,love your vids
roo asmr,3:15,hi
HorseRider4Life G,3:16,what are you eating?
Flex Editz,3:16,Hi
Don Playz RB,3:17,신규 회원
Anthony Raiford III,3:17,You have not streamed in a while
Angela hugs,3:17,Hiiiiiiiiiiii
ꫝꪮꪀꫀꪗ,3:17,Hiii
Mojo Jojo,3:17,Love you 💕
Ash Yesh,3:17,oof idk if you saw my coment :>
Pro gaming12,3:17,Omg hi
hyperbeast,3:17,what you drinkin
Hedaya Tahir,3:17,HI PLS SAY HAPPY BIRTHDAY ITS MY BDAY TODAY
It’s Vera,3:18,Never die
Mapuii Ralte,3:18,:elbowcough:
Yocelin Gaytan,3:18,hi
Jace Manning,3:18,Hiii
Darlin Padilla,3:18,:yt:
sonic3x3e the gamer,3:19,hi
Janice Shriver,3:19,I have never seen a live stream
Puppicorndiy Having Fun and Crazy Time,3:19,Hi
Land_The_Galaxy_Wolf_Gacha,3:19,rip cheese
AiDeNn FoStEr,3:19,only the ogs get it:>
Sunny Playz Roblox,3:19,Woo
Drew_Does_Art_Stuff,3:19,Cant hear nex
Khalifa Alremeithi,3:19,Hay
And_here_the_TEA,3:20,yassssssss
46 Hydro,3:20,hi
Mikaella Ganancial,3:20,:D
fortnite llama,3:20,Lol
phantom,3:21,hello
Leonard Saltos,3:21,hi
MinMinTheSavage :o,3:21,Fav French youtuber
•Koneko Noke•,3:21,Hello!
Katelyn Kaminski,3:21,Hi!
Maria Costello,3:21,What are you doing you look pretty cool on fortnight go add you on fortnight OK SS sniper wolf
Tatum N,3:22,Love your videos
Nicole Lee,3:22,hi
thegamergirl5,3:22,You have inspired me to be a YouTuber thank you
Kaycie Duffield,3:22,what time is it where u are
My Eighteens,3:22,my xbox is on
Trex -the-potato,3:22,YAY :]
TheGamergoat_ YT,3:22,Yo
Emma Becher,3:23,I love your Channel
Ed Bay,3:26,How do I watch both stream at the same time😂
Damione Nortier,3:26,I love you
izzy bannister,3:26,can we play?
Ahmed Serag,3:26,Hi 👋 you so much for all the work you do your
amiyharose hunter,3:26,Hi
lexie flores,3:26,why dont u play Minecraft any more
Andrew F,3:26,Do you remember me I met you at the Mall
Zakiyah springs,3:26,finalllyyyyyy back on freaking fortnite
sanessa gutierrez,3:26,yass
Chelsea Lynch,3:27,is this real?
solar poison,3:27,hiiiiii
Angel Comba,3:27,Hi
missmayhem,3:27,
Etsos,3:27,30k in 2 mis
Jake & Alex,3:27,can you please say spicy?
honey bear girl gaming,3:27,WE LOVE YOU STAY SAFE:sanitizer::videocall::thanksdoc::washhands::hydrate:
Heather Flynt-Pierce,3:27,Dooooooooooooooom
XxRandom_smol_beanxX UwU,3:27,CAN I JOIN UUU
Fabian Garner,3:28,I Love Your Video's
Candace Figaro,3:28,WE CANT HEAR HIMMMM
bishop Robinson,3:28,
Benjamin Lee,3:28,hi
J Garcia,3:28,hi
Malique Lee,3:28,OMG HI
Alessandro Crocetta,3:28,I love you
Mallory Brennan,3:28,You make awesome videos!! I love your channel🙂
ebuehi osamudiamwen,3:28,hello
ashcupcake candy land,3:29,hello
Sofi Rodgz,3:29,they added cars
UTK_ GAMING_YT,3:31,heyyyy
Lilly Tiffany,3:31,Hi!
꧁I D A ꧂,3:31,HELLOOOOOOO
Ruth Gonzalez,3:31,Tiko rules
Bella Gaming,3:31,I got a notaficion from digital nex says fortnite with sssniperwolf
Hi People,3:31,:yt:
Gacha kaitlin Impellizzeri,3:31,Hi I’m 8yrs
dima muawia,3:31,lia I loveyo
Just._. Me._.,3:32,yasssssss
Sunny Playz Roblox,3:32,lol
Maria Teresa Dionglay,3:32,Can you make a skateboard video next time?????????
《•light fløwers•》,3:32,Hiiiiiiiiiiiiiiiiiiiiiiiiiiiii❤️❤️
Jojo Jj,3:32,oh
Joel Martinez,3:32,What is your username
DeaD cookies,3:33,HELLO
Kaylin Wilcox,3:33,hi
AwesomeAdam From 2099,3:33,How you doing
LPS rose,3:33,your my favorite youtuber
Xx MoonlightGacha Xx,3:33,Can I play with u?!?!?
Adela Reyes Neria,3:33,big noob
Aria Editz,3:33,:buffering:
GachaWolf 13,3:33,Ur awesome
ʜxɴɴʏ,3:34,:elbowcough:
Caroline Smallwood,3:34,Ooo
Gracie Lowe,3:34,Helllloooooo
Chuck E. Cheese’s Animatronic CEC shows.,3:34,cool
Emilia Fransisku,3:35,hey how are uuuu
Valmir Valmir,3:40,We have been missing you playing fortnite
Mileys life of fun,3:41,#wolfpack
Regina Aina,3:41,:elbowcough:
• s h a d o w •,3:41,Hi
Cody_ Sxks,3:42,SNIPER WOLF
Harsh#10 Zore,3:42,binod
Tired Gemini,3:42,Oop I gtg
Ashante Hedgepeth,3:42,oh
AK - 03MS - Palgrave PS (1467),3:42,Hi sssinperwolf I’m a really big fan
Brandice James,3:43,Idk y I hate fortnite
Nyjakal,3:43,Hey I love your vids
Ugochi Nnakwe,3:43,:washhands::yt:
Alex St. Aime,3:43,I LOVE YOU SO MUCH
Elina Nauman,3:43,Your name 😂
Saxaz,3:43,Hihivi
TBEXXXUNKNOWN STR8_chopgod_Xx,3:43,are you on
_Lesya_ _Targony_,3:43,i luv ya vidzzzzzzz gurl
Juhaina Zubayer,3:44,hiii
Yarexi Solis,3:44,hiiiii
Hailey S,3:44,👁️👄👁️
Brooke Uvalle,3:44,hi
Kaylen Cruger,3:44,is DIGTAL HERE
Chemon Goods,3:44,Cars are out
Santy panty,3:44,Dyum 30k
Maddison Parkes,3:45,Hi say my name
Bed and Baby Ltd,3:45,BYE EVERYONE
Leilany Velazquez,3:45,hi
Lailah Richard,3:45,Five Nights at Freddy mobile
Roy Khibo,3:45,hi sssniperwolf can i play with you my fortnite name is game_saiyan
just a random person,3:45,toooo
Silver Skye,3:45,I'm poor
Preeti Bhaty,3:46,hi please play scary teacher
{Kaykay is noice},3:46,OH NAH GURDDD
Harsh#10 Zore,3:46,binod
Blueyblue3300,3:46,Lia has a new boyfriend it’s digital
Girl Gaming,3:46,are you going back to gaming
SilverBlackSteel210,3:46,omg!
Jozlyn Munger,3:46,OMG HI HI HI
natalley-,3:46,HIII LIAA ♥♥♥
Raelyn Salvas,3:46,:videocall:
Layla Sosa,3:46,I WANT TO SEE YOU IN REAL LIFE!!
addy d,3:47,hi
aye its your girl Hayden,3:47,please say hi to me
faithiel crisostomo,3:47,hi sssniperwolf ima big fan of you
Alpha Luna,3:47,ello
Kayleen Mackenzie,3:47,love you
Kapampa Sichula 10A,3:48,that's illegal😂😂😂😂😂
r o s e,3:48,Haiii
Maurice Brown,3:49,So u might be so not so bad
Josie Playz,3:49,Hi sniperwolf
Jacy crew,3:49,YOU SHOULD PLAY ANIMAL CROSSING
SagePlaysRoblox,3:49,Omg hi
wolfie plays games,3:50,oh my it's so good oof you can join
Saqer Abdullah,3:50,can you please play roblox it's sooo fun
Arianna Abwonji,3:50,hi
Sakura no ki,3:50,How are uuuuu
KaleyBoba,3:51,ur my fav ytber
MeepNuget gfvjf,3:51,sooooo many comments!!
Charlene Martinez,3:51,be in boreddddddd
RainWaff,3:52,
Jolie Graham,3:52,:elbowcough:
alma oriedi,3:52,yay i am on a live finally
Eijiro Kirishima,3:52,:thanksdoc:
cat Lord,3:53,I am on chapter 2 season 3 also
GF Queng,3:53,Good luck
henrietta lartey,3:53,lol
Missives 220,3:53,I LOVE YOUR VIDEOS
Yaj 517,3:53,hiiiiii
Jd Holland,3:53,Love your channel was just watching your old videos of omego lol
Tripel the sisters triple the fun,3:54,You should try APEX its really fun
axciry zavala,3:54,lol
olive smith,3:54,can you say hi olive! ☹
Amy Garsia,3:54,be carful for the mythics
panda gaming,3:54,my chat is broken fix it
Tyler Louis,3:54,hi lea!
J O,3:54,Can we play
Isabella Nunez,3:55,Ahhhh
Ryan Bramble,3:55,how long u streaming
Felipes._.forehead,3:55,YOUR MY IDOL🐺🐺
VV Videos,3:55,OMGGG
RICH S.,3:55,Yeppp
Mahnoor Asim,3:55,Hi 👋
Somara DuBose,3:56,Hiiiiiiiiiiiiiiiiiii
HelloMello ‘-‘,3:56,Yay
Isaac Danielson,3:56,OMG I am a hugee fannn :DDD
Catalina Monsanto,3:57,Helloooo
Isabella Dufort,3:57,SSSniperWolf
Trex -the-potato,3:57,>:3
lieke AB,3:57,love you
the boss of Roblox cjcj,3:57,hi
sunny_ sorceress,3:57,hai
MeepNuget gfvjf,3:57,what?
Layla Flint,3:57,You like chease or jaz..?
Shawn gamez,3:57,hi
Gabriele White,3:58,Anna Oop
cheyenne burns,3:58,omg sssniperwolf!!!!
Sup Andrew Hello,3:58,Lia
Catheryn Kinsey,3:58,i was just watching one of your videos
Gamer Cookie,3:59,Haiiiii
Hikari Pyun :3,3:59,e
gabija butke,3:59,hiiiiiiiiii
Amy Brock,3:59,don't forget you the cars
Illuminati cwc,3:59,i am 8 years old
BLewis2311,3:59,hi lia
Sadie Dominguez,3:59,liza
Jessica Baysinger,3:59,hi
Dark Feather,4:00,Hi
Short KiddoBre,4:00,HEHEHE
Annalise Harris,4:00,hey
alma oriedi,4:00,lai:)
Human? ?,4:06,Heheheheh
Phantom Gamer,4:06,hii
Xx cherry blossoms xX,4:07,lol its okieee
Christina Romeo,4:07,NOTICE ME!!!I LOVE U:takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout::takeout:
Samuel Chavira,4:07,Hi
Manuel9123,4:07,👁👄👁
Barbara Rodea,4:07,hi
:{fluffy_ Flamingo}:,4:07,I don’t like fortnight but I like the videos
